pedido_id,data_pedido,loja,canal_aquisicao,n_itens,categoria_principal,receita_liquida,desconto_aplicado,cliente_id
PED008535,2026-03-02,Barra,CRM/Email,3,Barras e Snacks,327.63,0.06,CLI02851
PED008536,2026-03-07,Centro,Orgânico,2,Bebidas Funcionais,79.15,0.01,CLI03653
PED008537,2026-03-18,Centro,Instagram Ads,1,Creatina,112.22,0.18,CLI00026
PED008538,2026-03-17,Centro,Orgânico,2,Barras e Snacks,160.89,0.01,CLI03853
PED008539,2026-03-23,Shopping Norte,Instagram Ads,1,Barras e Snacks,18.06,0.16,CLI01983
PED008540,2026-03-27,Shopping Norte,Orgânico,1,Vitaminas,62.13,0.03,CLI04504
PED008541,2026-03-21,Shopping Norte,Orgânico,1,Whey Protein,186.67,0.06,CLI00093
PED008542,2026-03-12,Shopping Norte,Influencer,1,Creatina,101.52,0.18,CLI03000
PED008543,2026-03-08,Centro,Instagram Ads,3,Bebidas Funcionais,34.05,0.2,CLI02736
PED008544,2026-03-25,Shopping Norte,Instagram Ads,2,Barras e Snacks,165.11,0.21,CLI00655
PED008545,2026-03-18,Centro,Influencer,1,Barras e Snacks,11.99,0.22,CLI02916
PED008546,2026-03-16,Centro,Orgânico,1,Bebidas Funcionais,12.84,0.07,CLI00462
PED008547,2026-03-23,Centro,Influencer,2,Barras e Snacks,150.66,0.22,CLI04128
PED008548,2026-03-15,Centro,Influencer,2,Barras e Snacks,27.16,0.18,CLI01116
PED008549,2026-03-18,Shopping Norte,CRM/Email,2,Whey Protein,236.66,0.02,CLI03281
PED008550,2026-03-15,Centro,Orgânico,2,Bebidas Funcionais,173.15,0.02,CLI04344
PED008551,2026-03-15,Centro,Busca Paga,1,Whey Protein,157.18,0.08,CLI02873
PED008552,2026-03-17,Barra,Influencer,2,Barras e Snacks,172.34,0.25,CLI03204
PED008553,2026-03-17,Barra,Influencer,2,Creatina,161.04,0.19,CLI03281
PED008554,2026-03-13,Barra,Orgânico,3,Vitaminas,91.6,0.04,CLI02559
PED008555,2026-03-05,Barra,Busca Paga,2,Creatina,342.59,0.07,CLI00546
PED008556,2026-03-12,Centro,Influencer,1,Bebidas Funcionais,8.57,0.16,CLI04751
PED008557,2026-03-15,Shopping Norte,Instagram Ads,2,Bebidas Funcionais,20.35,0.16,CLI01274
PED008558,2026-03-09,Centro,CRM/Email,3,Barras e Snacks,168.14,0.06,CLI03019
PED008559,2026-03-04,Shopping Norte,Influencer,1,Whey Protein,134.06,0.18,CLI00618
PED008560,2026-03-18,Centro,Instagram Ads,1,Barras e Snacks,13.18,0.22,CLI02836
PED008561,2026-03-12,Shopping Norte,Busca Paga,3,Vitaminas,266.0,0.01,CLI00251
PED008562,2026-03-02,Shopping Norte,Orgânico,3,Creatina,261.05,0.07,CLI03987
PED008563,2026-03-22,Barra,Instagram Ads,1,Vitaminas,44.96,0.18,CLI03822
PED008564,2026-03-14,Centro,Influencer,1,Bebidas Funcionais,9.01,0.23,CLI04250
PED008565,2026-03-19,Shopping Norte,Busca Paga,3,Whey Protein,504.66,0.08,CLI04047
PED008566,2026-03-12,Shopping Norte,Orgânico,2,Whey Protein,362.55,0.02,CLI04894
PED008567,2026-03-03,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,10.85,0.19,CLI00197
PED008568,2026-03-18,Shopping Norte,Influencer,2,Barras e Snacks,27.41,0.2,CLI02486
PED008569,2026-03-03,Shopping Norte,Influencer,2,Barras e Snacks,151.89,0.16,CLI00360
PED008570,2026-03-23,Shopping Norte,Influencer,2,Bebidas Funcionais,51.71,0.19,CLI03129
PED008571,2026-03-12,Barra,CRM/Email,1,Creatina,124.79,0.07,CLI02075
PED008572,2026-03-17,Centro,Busca Paga,3,Creatina,241.82,0.01,CLI02662
PED008573,2026-03-19,Shopping Norte,Busca Paga,3,Whey Protein,485.67,0.06,CLI01989
PED008574,2026-03-01,Barra,Orgânico,2,Vitaminas,104.73,0.04,CLI04926
PED008575,2026-03-21,Centro,Influencer,2,Barras e Snacks,174.1,0.21,CLI03573
PED008576,2026-03-12,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,8.15,0.22,CLI00253
PED008577,2026-03-23,Shopping Norte,Influencer,3,Creatina,139.73,0.24,CLI02740
PED008578,2026-03-10,Shopping Norte,Orgânico,4,Whey Protein,419.39,0.06,CLI01596
PED008579,2026-03-18,Barra,Influencer,2,Vitaminas,214.54,0.16,CLI03028
PED008580,2026-03-25,Centro,Instagram Ads,3,Vitaminas,75.5,0.23,CLI03963
PED008581,2026-03-22,Centro,Orgânico,4,Creatina,327.72,0.07,CLI03406
PED008582,2026-03-01,Shopping Norte,Instagram Ads,1,Vitaminas,37.42,0.21,CLI01431
PED008583,2026-03-19,Centro,Orgânico,3,Creatina,317.41,0.06,CLI02090
PED008584,2026-03-27,Barra,Orgânico,2,Creatina,228.15,0.03,CLI04817
PED008585,2026-03-05,Barra,Instagram Ads,1,Vitaminas,39.75,0.19,CLI00410
PED008586,2026-03-18,Shopping Norte,Orgânico,2,Whey Protein,234.44,0.03,CLI00803
PED008587,2026-03-02,Centro,CRM/Email,2,Whey Protein,397.6,0.05,CLI01407
PED008588,2026-03-01,Shopping Norte,CRM/Email,4,Whey Protein,473.9,0.04,CLI04041
PED008589,2026-03-15,Shopping Norte,Orgânico,4,Vitaminas,196.75,0.01,CLI00767
PED008590,2026-03-16,Shopping Norte,Influencer,1,Barras e Snacks,14.34,0.2,CLI02618
PED008591,2026-03-13,Barra,Influencer,2,Bebidas Funcionais,23.64,0.22,CLI00987
PED008592,2026-03-16,Shopping Norte,Orgânico,2,Bebidas Funcionais,192.25,0.01,CLI02698
PED008593,2026-03-24,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,12.13,0.16,CLI04834
PED008594,2026-03-15,Barra,Instagram Ads,2,Barras e Snacks,28.39,0.23,CLI02995
PED008595,2026-03-20,Shopping Norte,Influencer,1,Barras e Snacks,13.92,0.19,CLI02068
PED008596,2026-03-13,Centro,Busca Paga,1,Bebidas Funcionais,10.49,0.02,CLI02878
PED008597,2026-03-19,Barra,Instagram Ads,2,Bebidas Funcionais,58.83,0.16,CLI04988
PED008598,2026-03-15,Centro,Influencer,1,Creatina,114.77,0.16,CLI04736
PED008599,2026-03-04,Centro,Instagram Ads,2,Vitaminas,69.81,0.17,CLI00084
PED008600,2026-03-13,Centro,Busca Paga,2,Creatina,227.25,0.05,CLI03982
PED008601,2026-03-12,Barra,Busca Paga,1,Vitaminas,66.01,0.01,CLI01928
PED008602,2026-03-22,Shopping Norte,Orgânico,3,Whey Protein,230.76,0.03,CLI03388
PED008603,2026-03-11,Barra,Orgânico,2,Vitaminas,186.73,0.05,CLI00077
PED008604,2026-03-23,Centro,Influencer,2,Vitaminas,58.66,0.17,CLI00577
PED008605,2026-03-10,Shopping Norte,Busca Paga,3,Vitaminas,158.04,0.02,CLI04696
PED008606,2026-03-23,Centro,Busca Paga,3,Vitaminas,129.01,0.0,CLI02128
PED008607,2026-03-27,Shopping Norte,CRM/Email,1,Whey Protein,203.95,0.01,CLI04854
PED008608,2026-03-15,Shopping Norte,Instagram Ads,3,Barras e Snacks,149.36,0.19,CLI03804
PED008609,2026-03-05,Shopping Norte,Instagram Ads,1,Barras e Snacks,13.99,0.16,CLI00512
PED008610,2026-03-05,Centro,Orgânico,2,Whey Protein,245.14,0.0,CLI01111
PED008611,2026-03-09,Centro,Instagram Ads,2,Barras e Snacks,29.14,0.21,CLI03913
PED008612,2026-03-11,Barra,Influencer,1,Bebidas Funcionais,9.4,0.22,CLI00961
PED008613,2026-03-14,Shopping Norte,CRM/Email,1,Bebidas Funcionais,9.68,0.04,CLI03085
PED008614,2026-03-26,Centro,Orgânico,3,Vitaminas,176.43,0.03,CLI02071
PED008615,2026-03-08,Shopping Norte,Orgânico,3,Creatina,351.18,0.04,CLI04302
PED008616,2026-03-08,Centro,Influencer,1,Barras e Snacks,14.71,0.21,CLI03030
PED008617,2026-03-04,Barra,Orgânico,2,Bebidas Funcionais,74.2,0.01,CLI03781
PED008618,2026-03-03,Centro,Influencer,2,Creatina,127.0,0.23,CLI03085
PED008619,2026-03-23,Shopping Norte,Influencer,1,Barras e Snacks,13.04,0.19,CLI00307
PED008620,2026-03-14,Centro,Instagram Ads,1,Creatina,86.95,0.23,CLI00444
PED008621,2026-03-18,Centro,Instagram Ads,2,Creatina,126.56,0.18,CLI03123
PED008622,2026-03-12,Centro,Busca Paga,1,Vitaminas,59.43,0.02,CLI01872
PED008623,2026-03-08,Barra,Influencer,1,Bebidas Funcionais,9.61,0.21,CLI04126
PED008624,2026-03-22,Shopping Norte,Instagram Ads,3,Barras e Snacks,76.55,0.24,CLI02878
PED008625,2026-03-01,Barra,Instagram Ads,2,Creatina,218.16,0.19,CLI04892
PED008626,2026-03-26,Centro,Instagram Ads,1,Bebidas Funcionais,8.33,0.15,CLI00521
PED008627,2026-03-09,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,8.97,0.22,CLI00411
PED008628,2026-03-19,Shopping Norte,Orgânico,1,Barras e Snacks,19.89,0.06,CLI04314
PED008629,2026-03-16,Centro,CRM/Email,4,Whey Protein,605.96,0.06,CLI02614
PED008630,2026-03-15,Shopping Norte,Influencer,2,Barras e Snacks,20.12,0.24,CLI01888
PED008631,2026-03-07,Barra,Orgânico,1,Creatina,142.06,0.06,CLI00495
PED008632,2026-03-08,Centro,Orgânico,2,Barras e Snacks,34.61,0.05,CLI00617
PED008633,2026-03-19,Shopping Norte,Influencer,1,Bebidas Funcionais,8.39,0.18,CLI02856
PED008634,2026-03-24,Barra,CRM/Email,1,Vitaminas,55.57,0.01,CLI03744
PED008635,2026-03-09,Centro,Busca Paga,1,Creatina,137.75,0.02,CLI04346
PED008636,2026-03-09,Centro,Instagram Ads,2,Bebidas Funcionais,20.04,0.18,CLI00376
PED008637,2026-03-11,Shopping Norte,Busca Paga,1,Whey Protein,201.73,0.02,CLI01434
PED008638,2026-03-18,Shopping Norte,CRM/Email,3,Whey Protein,343.21,0.07,CLI03108
PED008639,2026-03-12,Shopping Norte,Instagram Ads,2,Barras e Snacks,24.14,0.23,CLI02036
PED008640,2026-03-27,Centro,Orgânico,2,Vitaminas,149.85,0.06,CLI01074
PED008641,2026-03-23,Barra,Orgânico,4,Creatina,436.01,0.04,CLI02355
PED008642,2026-03-05,Centro,Busca Paga,1,Vitaminas,68.09,0.03,CLI02999
PED008643,2026-03-27,Barra,Influencer,1,Whey Protein,171.26,0.16,CLI03021
PED008644,2026-03-23,Barra,Influencer,1,Barras e Snacks,11.55,0.21,CLI04793
PED008645,2026-03-05,Centro,Orgânico,4,Bebidas Funcionais,207.42,0.06,CLI00656
PED008646,2026-03-02,Shopping Norte,Influencer,2,Barras e Snacks,28.38,0.16,CLI00472
PED008647,2026-03-27,Shopping Norte,Orgânico,3,Barras e Snacks,142.65,0.07,CLI02013
PED008648,2026-03-03,Shopping Norte,Orgânico,2,Barras e Snacks,83.76,0.02,CLI03713
PED008649,2026-03-15,Shopping Norte,CRM/Email,1,Whey Protein,162.02,0.01,CLI04221
PED008650,2026-03-25,Shopping Norte,Instagram Ads,2,Bebidas Funcionais,119.96,0.18,CLI03476
PED008651,2026-03-22,Barra,Instagram Ads,1,Bebidas Funcionais,9.81,0.18,CLI04658
PED008652,2026-03-27,Centro,Orgânico,3,Vitaminas,231.49,0.04,CLI01334
PED008653,2026-03-25,Shopping Norte,Influencer,3,Barras e Snacks,38.7,0.16,CLI02126
PED008654,2026-03-16,Barra,Orgânico,1,Creatina,100.18,0.05,CLI03574
PED008655,2026-03-01,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,8.72,0.15,CLI03033
PED008656,2026-03-22,Centro,Instagram Ads,2,Barras e Snacks,31.22,0.17,CLI03017
PED008657,2026-03-20,Barra,CRM/Email,2,Whey Protein,195.69,0.07,CLI03088
PED008658,2026-03-06,Shopping Norte,Influencer,3,Bebidas Funcionais,57.67,0.22,CLI00327
PED008659,2026-03-11,Barra,Instagram Ads,3,Vitaminas,104.23,0.22,CLI00831
PED008660,2026-03-07,Centro,Influencer,1,Bebidas Funcionais,11.35,0.18,CLI02438
PED008661,2026-03-15,Barra,Busca Paga,3,Bebidas Funcionais,327.67,0.02,CLI01988
PED008662,2026-03-19,Shopping Norte,Orgânico,3,Barras e Snacks,224.8,0.07,CLI04292
PED008663,2026-03-20,Shopping Norte,Influencer,1,Bebidas Funcionais,9.01,0.23,CLI03591
PED008664,2026-03-20,Barra,Busca Paga,2,Whey Protein,185.75,0.05,CLI01692
PED008665,2026-03-09,Shopping Norte,Orgânico,2,Barras e Snacks,182.36,0.07,CLI03496
PED008666,2026-03-12,Centro,Influencer,1,Barras e Snacks,15.25,0.21,CLI03292
PED008667,2026-03-12,Shopping Norte,Busca Paga,2,Barras e Snacks,120.42,0.05,CLI01238
PED008668,2026-03-12,Centro,Orgânico,3,Bebidas Funcionais,40.33,0.06,CLI02999
PED008669,2026-03-26,Barra,Influencer,1,Barras e Snacks,12.43,0.16,CLI00756
PED008670,2026-03-09,Centro,Influencer,1,Barras e Snacks,14.97,0.23,CLI02189
PED008671,2026-03-02,Centro,Busca Paga,2,Bebidas Funcionais,28.13,0.06,CLI00440
PED008672,2026-03-16,Centro,CRM/Email,2,Whey Protein,208.71,0.03,CLI00723
PED008673,2026-03-27,Centro,Busca Paga,4,Whey Protein,452.55,0.03,CLI01352
PED008674,2026-03-20,Shopping Norte,Orgânico,3,Creatina,348.76,0.02,CLI04809
PED008675,2026-03-14,Centro,Instagram Ads,2,Vitaminas,54.76,0.17,CLI00409
PED008676,2026-03-07,Centro,Instagram Ads,1,Barras e Snacks,12.64,0.24,CLI04101
PED008677,2026-03-13,Barra,Instagram Ads,2,Vitaminas,51.33,0.19,CLI03250
PED008678,2026-03-19,Shopping Norte,Instagram Ads,1,Barras e Snacks,17.31,0.16,CLI01598
PED008679,2026-03-25,Centro,Instagram Ads,2,Barras e Snacks,30.14,0.17,CLI03901
PED008680,2026-03-23,Barra,Influencer,2,Barras e Snacks,23.81,0.2,CLI04017
PED008681,2026-03-21,Barra,Influencer,3,Barras e Snacks,123.1,0.16,CLI04809
PED008682,2026-03-26,Shopping Norte,Busca Paga,1,Barras e Snacks,18.94,0.08,CLI02229
PED008683,2026-03-05,Centro,Influencer,3,Barras e Snacks,40.3,0.15,CLI04739
PED008684,2026-03-11,Shopping Norte,Orgânico,2,Whey Protein,320.24,0.08,CLI00815
PED008685,2026-03-13,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,9.92,0.25,CLI02727
PED008686,2026-03-18,Shopping Norte,Instagram Ads,1,Barras e Snacks,13.07,0.21,CLI00122
PED008687,2026-03-10,Shopping Norte,Orgânico,2,Creatina,137.0,0.01,CLI04890
PED008688,2026-03-23,Centro,Busca Paga,2,Vitaminas,78.97,0.02,CLI00768
PED008689,2026-03-11,Barra,Orgânico,2,Whey Protein,327.12,0.04,CLI04970
PED008690,2026-03-12,Shopping Norte,Instagram Ads,3,Vitaminas,254.55,0.24,CLI02717
PED008691,2026-03-26,Centro,CRM/Email,3,Vitaminas,98.06,0.04,CLI01287
PED008692,2026-03-25,Barra,Influencer,2,Creatina,118.19,0.24,CLI04146
PED008693,2026-03-21,Shopping Norte,Busca Paga,2,Whey Protein,379.12,0.07,CLI01312
PED008694,2026-03-15,Centro,Orgânico,1,Whey Protein,201.01,0.07,CLI01821
PED008695,2026-03-02,Centro,Busca Paga,2,Barras e Snacks,172.77,0.0,CLI04968
PED008696,2026-03-24,Centro,Orgânico,4,Bebidas Funcionais,133.05,0.06,CLI04154
PED008697,2026-03-03,Barra,Instagram Ads,1,Bebidas Funcionais,11.85,0.15,CLI02036
PED008698,2026-03-04,Barra,Instagram Ads,1,Bebidas Funcionais,8.98,0.2,CLI01802
PED008699,2026-03-09,Barra,Busca Paga,2,Vitaminas,214.0,0.05,CLI02911
PED008700,2026-03-13,Barra,Busca Paga,3,Whey Protein,411.11,0.01,CLI00319
PED008701,2026-03-27,Barra,Instagram Ads,1,Barras e Snacks,15.05,0.25,CLI00599
PED008702,2026-03-20,Barra,Instagram Ads,3,Vitaminas,145.53,0.24,CLI01839
PED008703,2026-03-18,Centro,Influencer,1,Bebidas Funcionais,10.6,0.19,CLI02984
PED008704,2026-03-23,Shopping Norte,Instagram Ads,1,Barras e Snacks,15.05,0.16,CLI01158
PED008705,2026-03-09,Shopping Norte,CRM/Email,2,Bebidas Funcionais,67.54,0.03,CLI02097
PED008706,2026-03-17,Centro,Influencer,3,Vitaminas,200.85,0.15,CLI00180
PED008707,2026-03-03,Centro,Busca Paga,4,Barras e Snacks,337.93,0.05,CLI04896
PED008708,2026-03-19,Shopping Norte,Busca Paga,2,Vitaminas,82.84,0.01,CLI02667
PED008709,2026-03-13,Shopping Norte,Orgânico,1,Whey Protein,174.25,0.01,CLI02022
PED008710,2026-03-02,Centro,Influencer,1,Whey Protein,187.49,0.15,CLI02526
PED008711,2026-03-21,Centro,Influencer,1,Barras e Snacks,13.79,0.17,CLI03295
PED008712,2026-03-26,Centro,Influencer,2,Bebidas Funcionais,20.89,0.17,CLI01018
PED008713,2026-03-08,Centro,Instagram Ads,3,Creatina,190.5,0.18,CLI03604
PED008714,2026-03-17,Shopping Norte,Instagram Ads,3,Bebidas Funcionais,35.53,0.22,CLI04440
PED008715,2026-03-13,Centro,Influencer,2,Vitaminas,56.92,0.18,CLI03798
PED008716,2026-03-13,Centro,Orgânico,3,Whey Protein,443.58,0.05,CLI00172
PED008717,2026-03-13,Shopping Norte,Orgânico,3,Barras e Snacks,181.22,0.07,CLI01459
PED008718,2026-03-13,Shopping Norte,Orgânico,2,Whey Protein,174.05,0.04,CLI04028
PED008719,2026-03-11,Shopping Norte,Influencer,1,Bebidas Funcionais,11.15,0.19,CLI02801
PED008720,2026-03-27,Centro,Orgânico,1,Barras e Snacks,19.3,0.01,CLI00944
PED008721,2026-03-05,Centro,Instagram Ads,1,Barras e Snacks,14.95,0.17,CLI03789
PED008722,2026-03-23,Barra,Influencer,1,Vitaminas,38.31,0.22,CLI04287
PED008723,2026-03-21,Shopping Norte,Busca Paga,2,Whey Protein,363.37,0.01,CLI00734
PED008724,2026-03-05,Centro,Instagram Ads,1,Creatina,117.13,0.15,CLI00891
PED008725,2026-03-16,Barra,Instagram Ads,2,Whey Protein,135.82,0.21,CLI01556
PED008726,2026-03-25,Barra,Instagram Ads,1,Bebidas Funcionais,10.63,0.24,CLI01598
PED008727,2026-03-22,Shopping Norte,Instagram Ads,1,Barras e Snacks,14.19,0.23,CLI02524
PED008728,2026-03-03,Shopping Norte,Influencer,1,Vitaminas,44.25,0.18,CLI01190
PED008729,2026-03-02,Shopping Norte,Influencer,3,Bebidas Funcionais,109.54,0.21,CLI04732
PED008730,2026-03-12,Centro,CRM/Email,2,Barras e Snacks,61.75,0.07,CLI04933
PED008731,2026-03-18,Barra,CRM/Email,3,Whey Protein,400.34,0.06,CLI02901
PED008732,2026-03-16,Shopping Norte,CRM/Email,3,Vitaminas,139.36,0.0,CLI04601
PED008733,2026-03-10,Centro,CRM/Email,2,Barras e Snacks,183.29,0.01,CLI01655
PED008734,2026-03-27,Shopping Norte,Instagram Ads,2,Creatina,196.45,0.23,CLI03452
PED008735,2026-03-05,Barra,CRM/Email,3,Bebidas Funcionais,159.9,0.03,CLI04241
PED008736,2026-03-01,Shopping Norte,Orgânico,3,Whey Protein,241.3,0.01,CLI01197
PED008737,2026-03-02,Centro,Influencer,1,Bebidas Funcionais,7.62,0.24,CLI02901
PED008738,2026-03-05,Barra,Orgânico,4,Bebidas Funcionais,100.11,0.01,CLI04016
PED008739,2026-03-22,Barra,Orgânico,1,Barras e Snacks,19.38,0.03,CLI00795
PED008740,2026-03-12,Shopping Norte,Busca Paga,3,Creatina,273.54,0.06,CLI03111
PED008741,2026-03-09,Barra,Busca Paga,1,Whey Protein,179.63,0.08,CLI04164
PED008742,2026-03-22,Shopping Norte,Orgânico,2,Vitaminas,179.08,0.05,CLI03512
PED008743,2026-03-01,Shopping Norte,Instagram Ads,1,Barras e Snacks,12.22,0.2,CLI03262
PED008744,2026-03-22,Shopping Norte,Orgânico,3,Creatina,282.58,0.07,CLI00248
PED008745,2026-03-17,Shopping Norte,Instagram Ads,2,Creatina,94.0,0.23,CLI01961
PED008746,2026-03-08,Shopping Norte,Instagram Ads,2,Bebidas Funcionais,18.34,0.2,CLI04129
PED008747,2026-03-05,Shopping Norte,Instagram Ads,2,Barras e Snacks,31.93,0.15,CLI02467
PED008748,2026-03-27,Shopping Norte,Influencer,3,Bebidas Funcionais,149.67,0.16,CLI03613
PED008749,2026-03-19,Centro,Instagram Ads,2,Barras e Snacks,149.92,0.24,CLI03773
PED008750,2026-03-08,Shopping Norte,Influencer,2,Barras e Snacks,28.46,0.2,CLI00209
PED008751,2026-03-27,Centro,Influencer,1,Vitaminas,57.61,0.17,CLI00918
PED008752,2026-03-03,Barra,CRM/Email,1,Vitaminas,67.29,0.05,CLI02404
PED008753,2026-03-07,Centro,Busca Paga,2,Whey Protein,227.35,0.04,CLI00678
PED008754,2026-03-13,Centro,CRM/Email,3,Vitaminas,388.52,0.05,CLI02273
PED008755,2026-03-12,Shopping Norte,Influencer,2,Barras e Snacks,24.52,0.21,CLI00183
PED008756,2026-03-23,Shopping Norte,Instagram Ads,1,Barras e Snacks,17.02,0.16,CLI03560
PED008757,2026-03-09,Shopping Norte,Influencer,1,Bebidas Funcionais,9.82,0.17,CLI03810
PED008758,2026-03-20,Barra,Influencer,2,Vitaminas,67.2,0.16,CLI01599
PED008759,2026-03-01,Centro,Orgânico,2,Barras e Snacks,146.21,0.05,CLI04173
PED008760,2026-03-18,Shopping Norte,Influencer,1,Vitaminas,49.67,0.19,CLI00010
PED008761,2026-03-27,Shopping Norte,Orgânico,2,Vitaminas,63.53,0.05,CLI02022
PED008762,2026-03-10,Centro,Orgânico,1,Bebidas Funcionais,11.69,0.01,CLI04165
PED008763,2026-03-03,Centro,Influencer,2,Whey Protein,185.69,0.23,CLI02990
PED008764,2026-03-10,Shopping Norte,CRM/Email,3,Barras e Snacks,209.71,0.02,CLI03061
PED008765,2026-03-22,Centro,Influencer,3,Barras e Snacks,169.08,0.22,CLI00099
PED008766,2026-03-13,Centro,Influencer,2,Bebidas Funcionais,26.37,0.15,CLI04418
PED008767,2026-03-20,Shopping Norte,Orgânico,4,Whey Protein,568.26,0.05,CLI03257
PED008768,2026-03-03,Centro,Orgânico,2,Creatina,294.39,0.06,CLI03815
PED008769,2026-03-21,Barra,Instagram Ads,1,Whey Protein,135.91,0.24,CLI00884
PED008770,2026-03-08,Shopping Norte,Influencer,1,Bebidas Funcionais,11.71,0.19,CLI04457
PED008771,2026-03-25,Barra,Instagram Ads,1,Barras e Snacks,12.15,0.18,CLI03548
PED008772,2026-03-06,Centro,Instagram Ads,3,Barras e Snacks,37.19,0.21,CLI02288
PED008773,2026-03-15,Shopping Norte,Influencer,2,Creatina,105.9,0.16,CLI03508
PED008774,2026-03-21,Shopping Norte,Orgânico,4,Creatina,512.72,0.08,CLI01916
PED008775,2026-03-21,Barra,Busca Paga,3,Bebidas Funcionais,351.5,0.07,CLI02566
PED008776,2026-03-03,Barra,Influencer,1,Barras e Snacks,15.3,0.17,CLI01860
PED008777,2026-03-19,Shopping Norte,Orgânico,3,Creatina,248.24,0.02,CLI04245
PED008778,2026-03-26,Centro,Influencer,3,Vitaminas,72.71,0.21,CLI03879
PED008779,2026-03-18,Shopping Norte,Influencer,2,Creatina,117.55,0.16,CLI00796
PED008780,2026-03-05,Barra,Busca Paga,3,Whey Protein,348.48,0.05,CLI01696
PED008781,2026-03-02,Barra,Orgânico,2,Barras e Snacks,197.87,0.01,CLI03004
PED008782,2026-03-27,Shopping Norte,Orgânico,2,Whey Protein,285.54,0.02,CLI03879
PED008783,2026-03-16,Barra,Influencer,2,Vitaminas,58.77,0.19,CLI03777
PED008784,2026-03-03,Shopping Norte,Busca Paga,2,Vitaminas,249.74,0.06,CLI04723
PED008785,2026-03-04,Barra,Orgânico,4,Whey Protein,363.56,0.01,CLI03844
PED008786,2026-03-12,Shopping Norte,Instagram Ads,2,Barras e Snacks,33.51,0.18,CLI04699
PED008787,2026-03-08,Shopping Norte,Instagram Ads,2,Bebidas Funcionais,109.66,0.21,CLI02074
PED008788,2026-03-18,Shopping Norte,Orgânico,2,Creatina,291.44,0.02,CLI02788
PED008789,2026-03-03,Barra,Instagram Ads,1,Creatina,112.06,0.21,CLI03256
PED008790,2026-03-26,Barra,Orgânico,2,Vitaminas,107.78,0.06,CLI02332
PED008791,2026-03-24,Shopping Norte,Instagram Ads,2,Bebidas Funcionais,21.0,0.17,CLI00498
PED008792,2026-03-05,Centro,Influencer,1,Barras e Snacks,11.44,0.23,CLI03958
PED008793,2026-03-03,Centro,Instagram Ads,2,Creatina,110.85,0.18,CLI04857
PED008794,2026-03-14,Shopping Norte,Orgânico,4,Bebidas Funcionais,170.73,0.07,CLI04540
PED008795,2026-03-03,Barra,Instagram Ads,1,Barras e Snacks,14.23,0.17,CLI04196
PED008796,2026-03-10,Centro,Instagram Ads,2,Bebidas Funcionais,18.65,0.23,CLI02892
PED008797,2026-03-20,Shopping Norte,Busca Paga,4,Bebidas Funcionais,143.05,0.08,CLI02871
PED008798,2026-03-19,Shopping Norte,Instagram Ads,1,Vitaminas,43.53,0.16,CLI02711
PED008799,2026-03-21,Shopping Norte,Influencer,2,Barras e Snacks,67.47,0.15,CLI02779
PED008800,2026-03-25,Shopping Norte,Influencer,1,Bebidas Funcionais,8.32,0.23,CLI02278
PED008801,2026-03-13,Barra,Instagram Ads,1,Bebidas Funcionais,10.0,0.16,CLI00172
PED008802,2026-03-05,Centro,Busca Paga,2,Vitaminas,97.89,0.04,CLI04992
PED008803,2026-03-11,Shopping Norte,Orgânico,2,Bebidas Funcionais,78.95,0.01,CLI04964
PED008804,2026-03-07,Centro,Instagram Ads,3,Whey Protein,323.19,0.22,CLI02315
PED008805,2026-03-04,Barra,Instagram Ads,1,Bebidas Funcionais,8.0,0.23,CLI04062
PED008806,2026-03-15,Barra,Influencer,3,Barras e Snacks,179.78,0.25,CLI01080
PED008807,2026-03-22,Shopping Norte,Instagram Ads,1,Barras e Snacks,15.55,0.21,CLI03620
PED008808,2026-03-07,Shopping Norte,Influencer,1,Whey Protein,155.43,0.24,CLI01557
PED008809,2026-03-15,Barra,Orgânico,2,Creatina,285.27,0.02,CLI00612
PED008810,2026-03-16,Centro,Busca Paga,2,Whey Protein,308.87,0.04,CLI01390
PED008811,2026-03-24,Shopping Norte,Influencer,2,Bebidas Funcionais,19.47,0.16,CLI01653
PED008812,2026-03-18,Shopping Norte,Orgânico,4,Bebidas Funcionais,459.83,0.06,CLI00692
PED008813,2026-03-16,Barra,Instagram Ads,1,Bebidas Funcionais,10.07,0.22,CLI03350
PED008814,2026-03-17,Centro,Instagram Ads,1,Whey Protein,136.17,0.23,CLI00006
PED008815,2026-03-06,Barra,Instagram Ads,1,Whey Protein,157.95,0.18,CLI00038
PED008816,2026-03-07,Centro,CRM/Email,1,Whey Protein,203.84,0.01,CLI02524
PED008817,2026-03-13,Shopping Norte,Instagram Ads,1,Bebidas Funcionais,10.33,0.22,CLI01769
PED008818,2026-03-05,Centro,CRM/Email,3,Creatina,427.34,0.04,CLI04005
PED008819,2026-03-20,Shopping Norte,Instagram Ads,3,Bebidas Funcionais,25.3,0.24,CLI02700
PED008820,2026-03-22,Shopping Norte,Influencer,1,Whey Protein,126.77,0.23,CLI04711
PED008821,2026-03-07,Centro,CRM/Email,3,Bebidas Funcionais,223.14,0.01,CLI02072
PED008822,2026-03-17,Centro,Busca Paga,3,Bebidas Funcionais,223.06,0.03,CLI03051
