shipment_id,created_at,origin_hub,destination_region,route_id,carrier,service_level,customer_segment,weight_kg,distance_km,promised_at,delivered_at,delay_hours,delivery_status,freight_revenue,operational_cost,contribution_margin,margin_pct
SHP-00227,2026-07-01 18:00:00,HUB-SP,Centro-Oeste,R-BH-GO,RotaSul,D+1,B2C,22.5,1433.1,2026-07-03 00:00:00,2026-07-02 18:30:53.699177247,-5.49,No prazo,140.23,82.72,57.51,41.01
SHP-00228,2026-06-08 08:00:00,HUB-SP,Centro-Oeste,R-SP-PR,Atlas Express,D+1,B2C,23.99,736.7,2026-06-09 14:00:00,2026-06-09 21:14:41.785371995,7.24,Atraso leve,121.92,78.52,43.4,35.6
SHP-00229,2026-07-25 03:00:00,HUB-PR,Nordeste,R-SP-RJ,RotaSul,Econômico,B2C,8.65,732.1,2026-07-29 03:00:00,2026-07-29 07:48:55.372708212,4.82,Atraso leve,81.11,44.17,36.94,45.54
SHP-00230,2026-06-20 03:00:00,HUB-SP,Centro-Oeste,R-BH-GO,Atlas Express,D+2,SMB,15.76,552.3,2026-06-22 09:00:00,2026-06-22 01:46:43.025837175,-7.22,No prazo,90.71,46.44,44.27,48.8
SHP-00231,2026-06-25 09:00:00,HUB-GO,Sul,R-PR-CO,ViaCargo,D+1,B2C,12.98,485.5,2026-06-26 15:00:00,2026-06-26 17:07:52.498170741,2.13,Atraso leve,66.89,40.5,26.39,39.45
SHP-00232,2026-06-23 08:00:00,HUB-RJ,Sul,R-RJ-NE,Nexo Log,D+1,B2C,9.44,562.4,2026-06-24 14:00:00,2026-06-24 16:37:01.920764965,2.62,Atraso leve,76.21,56.58,19.63,25.76
SHP-00233,2026-06-17 04:00:00,HUB-SP,Nordeste,R-PR-CO,ViaCargo,D+2,B2C,1.6,695.1,2026-06-19 10:00:00,2026-06-19 23:25:30.641487341,13.43,Atraso crítico,72.72,59.31,13.41,18.44
SHP-00234,2026-07-18 20:00:00,HUB-SP,Centro-Oeste,R-SP-RJ,ViaCargo,D+2,SMB,12.28,1161.6,2026-07-21 02:00:00,2026-07-20 20:53:05.276630648,-5.12,No prazo,122.96,85.32,37.64,30.61
SHP-00235,2026-07-06 16:00:00,HUB-SP,Sudeste,R-PR-CO,Atlas Express,Econômico,B2C,5.35,1378.6,2026-07-10 16:00:00,2026-07-10 08:06:07.012944699,-7.9,No prazo,116.2,72.38,43.82,37.71
SHP-00236,2026-07-04 14:00:00,HUB-RJ,Centro-Oeste,R-SP-BH,Atlas Express,D+2,B2C,21.34,1226.3,2026-07-06 20:00:00,2026-07-07 08:51:51.773251863,12.86,Atraso crítico,126.98,73.57,53.41,42.06
SHP-00237,2026-07-06 10:00:00,HUB-PR,Sul,R-BH-GO,Nexo Log,D+1,SMB,17.54,83.4,2026-07-07 16:00:00,2026-07-07 08:28:14.744014224,-7.53,No prazo,52.03,37.88,14.15,27.2
SHP-00238,2026-06-03 14:00:00,HUB-BH,Nordeste,R-SP-BH,RotaSul,D+2,Enterprise,7.93,841.9,2026-06-05 20:00:00,2026-06-06 02:45:29.949940950,6.76,Atraso leve,86.14,58.87,27.27,31.66
SHP-00239,2026-07-20 20:00:00,HUB-SP,Sudeste,R-SP-RJ,ViaCargo,D+1,B2C,7.04,291.6,2026-07-22 02:00:00,2026-07-21 23:42:02.407537104,-2.3,No prazo,62.52,40.56,21.96,35.12
SHP-00240,2026-06-22 09:00:00,HUB-BH,Centro-Oeste,R-SP-RJ,Atlas Express,Same Day,B2C,6.45,1577.9,2026-06-22 21:00:00,2026-06-22 17:52:52.175505881,-3.12,No prazo,118.27,64.73,53.54,45.27
SHP-00241,2026-07-21 04:00:00,HUB-RJ,Nordeste,R-BH-GO,RotaSul,D+1,B2C,10.4,1108.3,2026-07-22 10:00:00,2026-07-22 20:32:20.605285077,10.54,Atraso crítico,116.41,70.51,45.9,39.43
SHP-00242,2026-06-09 13:00:00,HUB-SP,Centro-Oeste,R-RJ-NE,Nexo Log,D+1,B2C,7.06,1162.1,2026-06-10 19:00:00,2026-06-10 14:02:59.943745549,-4.95,No prazo,92.98,71.9,21.08,22.67
SHP-00243,2026-06-19 07:00:00,HUB-BH,Nordeste,R-SP-RJ,Nexo Log,Same Day,Enterprise,13.25,690.6,2026-06-19 19:00:00,2026-06-19 20:55:13.376331993,1.92,Atraso leve,97.04,62.71,34.33,35.38
SHP-00244,2026-06-15 07:00:00,HUB-GO,Nordeste,R-BH-GO,Atlas Express,D+1,B2C,11.57,1419.8,2026-06-16 13:00:00,2026-06-16 12:12:19.551156675,-0.79,No prazo,130.7,93.19,37.51,28.7
SHP-00245,2026-06-04 22:00:00,HUB-RJ,Sul,R-SP-PR,RotaSul,D+2,B2C,7.47,412.6,2026-06-07 04:00:00,2026-06-06 20:00:00.000000000,-8.0,No prazo,60.01,31.87,28.14,46.89
SHP-00246,2026-06-20 20:00:00,HUB-PR,Nordeste,R-SP-PR,ViaCargo,D+1,Enterprise,5.85,253.7,2026-06-22 02:00:00,2026-06-22 04:33:43.025495741,2.56,Atraso leve,39.29,19.49,19.8,50.39
SHP-00247,2026-06-17 10:00:00,HUB-SP,Sudeste,R-SP-RJ,ViaCargo,D+2,B2C,18.19,584.3,2026-06-19 16:00:00,2026-06-19 09:04:18.467198272,-6.93,No prazo,80.98,55.26,25.72,31.76
SHP-00248,2026-07-06 18:00:00,HUB-SP,Sul,R-BH-GO,Nexo Log,D+1,B2C,14.4,1270.7,2026-07-08 00:00:00,2026-07-07 16:00:00.000000000,-8.0,No prazo,130.07,101.9,28.17,21.66
SHP-00249,2026-07-02 20:00:00,HUB-GO,Sul,R-BH-GO,Nexo Log,D+1,B2C,16.43,1559.7,2026-07-04 02:00:00,2026-07-05 02:35:13.711558846,24.59,Atraso crítico,141.42,93.73,47.69,33.72
SHP-00250,2026-07-27 03:00:00,HUB-BH,Sudeste,R-PR-CO,Atlas Express,D+1,SMB,22.37,211.3,2026-07-28 09:00:00,2026-07-29 14:08:20.363273733,29.14,Atraso crítico,73.07,54.09,18.98,25.98
SHP-00251,2026-06-07 14:00:00,HUB-GO,Centro-Oeste,R-SP-RJ,RotaSul,D+2,Enterprise,19.91,1153.6,2026-06-09 20:00:00,2026-06-10 03:57:22.828385003,7.96,Atraso leve,129.93,76.61,53.32,41.04
SHP-00252,2026-07-16 16:00:00,HUB-PR,Sul,R-SP-BH,RotaSul,D+2,B2C,18.2,1596.3,2026-07-18 22:00:00,2026-07-19 02:34:45.096569880,4.58,Atraso leve,140.38,77.04,63.34,45.12
SHP-00253,2026-07-21 12:00:00,HUB-BH,Sul,R-BH-GO,ViaCargo,Same Day,B2C,14.13,1056.9,2026-07-22 00:00:00,2026-07-22 05:46:10.529354924,5.77,Atraso leve,116.98,81.66,35.32,30.19
SHP-00254,2026-07-06 05:00:00,HUB-SP,Sudeste,R-RJ-NE,RotaSul,D+2,B2C,12.75,1398.7,2026-07-08 11:00:00,2026-07-09 02:58:51.953986329,15.98,Atraso crítico,132.13,67.49,64.64,48.92
SHP-00255,2026-06-02 03:00:00,HUB-RJ,Centro-Oeste,R-RJ-NE,ViaCargo,Econômico,B2C,8.26,722.3,2026-06-06 03:00:00,2026-06-06 02:16:24.237812437,-0.73,No prazo,91.02,66.07,24.95,27.41
SHP-00256,2026-07-06 17:00:00,HUB-SP,Sul,R-RJ-NE,Atlas Express,Same Day,B2C,9.09,1511.5,2026-07-07 05:00:00,2026-07-06 21:00:00.000000000,-8.0,No prazo,127.02,71.11,55.91,44.02
SHP-00257,2026-06-03 11:00:00,HUB-GO,Nordeste,R-RJ-NE,ViaCargo,D+1,Enterprise,2.84,979.7,2026-06-04 17:00:00,2026-06-05 03:45:35.474232470,10.76,Atraso crítico,97.25,59.98,37.27,38.32
SHP-00258,2026-07-19 09:00:00,HUB-BH,Nordeste,R-BH-GO,Nexo Log,Econômico,SMB,5.24,1313.8,2026-07-23 09:00:00,2026-07-23 20:10:56.015338850,11.18,Atraso crítico,108.68,53.42,55.26,50.85
SHP-00259,2026-07-14 05:00:00,HUB-BH,Nordeste,R-SP-BH,Nexo Log,Same Day,B2C,12.87,1033.1,2026-07-14 17:00:00,2026-07-14 09:00:00.000000000,-8.0,No prazo,106.84,66.53,40.31,37.73
SHP-00260,2026-07-27 11:00:00,HUB-GO,Sul,R-SP-BH,Atlas Express,D+1,B2C,5.6,884.6,2026-07-28 17:00:00,2026-07-29 06:42:09.140341349,13.7,Atraso crítico,78.66,42.12,36.54,46.45
SHP-00261,2026-07-17 13:00:00,HUB-BH,Sudeste,R-BH-GO,ViaCargo,Econômico,B2C,21.68,1329.1,2026-07-21 13:00:00,2026-07-22 03:36:37.366450968,14.61,Atraso crítico,144.07,99.53,44.54,30.92
SHP-00262,2026-07-26 01:00:00,HUB-BH,Sudeste,R-PR-CO,ViaCargo,Econômico,B2C,9.18,34.6,2026-07-30 01:00:00,2026-07-30 17:49:43.677238058,16.83,Atraso crítico,46.09,30.07,16.02,34.76
SHP-00263,2026-06-09 12:00:00,HUB-SP,Nordeste,R-BH-GO,RotaSul,D+1,Enterprise,7.81,480.9,2026-06-10 18:00:00,2026-06-10 18:42:04.482029726,0.7,Atraso leve,68.87,44.75,24.12,35.02
SHP-00264,2026-06-11 15:00:00,HUB-PR,Nordeste,R-BH-GO,Atlas Express,D+1,SMB,6.44,750.0,2026-06-12 21:00:00,2026-06-13 07:04:29.327123362,10.07,Atraso crítico,68.27,47.11,21.16,30.99
SHP-00265,2026-06-16 03:00:00,HUB-RJ,Sul,R-BH-GO,RotaSul,D+2,SMB,2.58,1053.2,2026-06-18 09:00:00,2026-06-18 05:31:16.892910194,-3.48,No prazo,101.71,49.37,52.34,51.46
SHP-00266,2026-06-03 17:00:00,HUB-BH,Sudeste,R-SP-PR,Nexo Log,Econômico,B2C,16.78,1376.5,2026-06-07 17:00:00,2026-06-08 03:24:05.853607093,10.4,Atraso crítico,124.65,99.08,25.57,20.51
SHP-00267,2026-07-14 13:00:00,HUB-PR,Sul,R-SP-BH,ViaCargo,Same Day,B2C,4.15,730.0,2026-07-15 01:00:00,2026-07-15 04:06:34.679692873,3.11,Atraso leve,72.09,53.42,18.67,25.9
SHP-00268,2026-06-21 07:00:00,HUB-RJ,Centro-Oeste,R-RJ-NE,ViaCargo,D+1,B2C,2.31,659.9,2026-06-22 13:00:00,2026-06-22 18:28:10.399175624,5.47,Atraso leve,78.25,62.85,15.4,19.68
SHP-00269,2026-07-02 14:00:00,HUB-BH,Sudeste,R-SP-PR,Atlas Express,D+2,SMB,14.82,383.6,2026-07-04 20:00:00,2026-07-04 20:49:33.239838335,0.83,Atraso leve,79.9,47.9,32.0,40.05
SHP-00270,2026-06-09 21:00:00,HUB-PR,Sudeste,R-SP-BH,RotaSul,D+2,SMB,11.96,328.0,2026-06-12 03:00:00,2026-06-12 08:01:50.188677107,5.03,Atraso leve,76.29,57.97,18.32,24.01
SHP-00271,2026-07-25 19:00:00,HUB-BH,Nordeste,R-PR-CO,ViaCargo,D+1,B2C,10.26,903.2,2026-07-27 01:00:00,2026-07-28 04:04:52.342782188,27.08,Atraso crítico,91.73,53.03,38.7,42.19
SHP-00272,2026-07-05 12:00:00,HUB-PR,Centro-Oeste,R-BH-GO,Nexo Log,Econômico,B2C,10.4,751.1,2026-07-09 12:00:00,2026-07-09 04:52:48.155374970,-7.12,No prazo,80.3,61.01,19.29,24.02
SHP-00273,2026-07-20 19:00:00,HUB-RJ,Nordeste,R-RJ-NE,RotaSul,D+2,Enterprise,21.18,1171.1,2026-07-23 01:00:00,2026-07-22 19:18:02.292034194,-5.7,No prazo,138.63,97.86,40.77,29.41
SHP-00274,2026-06-18 17:00:00,HUB-GO,Sul,R-SP-BH,Nexo Log,D+1,B2C,10.98,1484.2,2026-06-19 23:00:00,2026-06-20 10:08:40.593699075,11.14,Atraso crítico,126.35,84.94,41.41,32.77
SHP-00275,2026-06-20 03:00:00,HUB-GO,Sul,R-PR-CO,Nexo Log,D+1,B2C,11.9,1292.2,2026-06-21 09:00:00,2026-06-21 01:00:00.000000000,-8.0,No prazo,130.06,65.53,64.53,49.62
SHP-00276,2026-06-16 00:00:00,HUB-BH,Sul,R-BH-GO,RotaSul,D+2,SMB,11.43,937.5,2026-06-18 06:00:00,2026-06-18 00:51:32.142613998,-5.14,No prazo,99.8,63.93,35.87,35.94
SHP-00277,2026-06-05 04:00:00,HUB-BH,Nordeste,R-SP-PR,RotaSul,Econômico,B2C,14.07,467.2,2026-06-09 04:00:00,2026-06-08 22:26:55.900991644,-5.55,No prazo,84.91,47.65,37.26,43.88
SHP-00278,2026-06-10 11:00:00,HUB-GO,Sul,R-SP-RJ,RotaSul,D+2,B2C,21.04,1579.3,2026-06-12 17:00:00,2026-06-13 05:40:00.570917282,12.67,Atraso crítico,162.71,87.28,75.43,46.36
SHP-00279,2026-07-27 20:00:00,HUB-GO,Centro-Oeste,R-SP-PR,Nexo Log,Econômico,B2C,9.43,1302.5,2026-07-31 20:00:00,2026-08-01 07:36:41.324173816,11.61,Atraso crítico,121.3,85.29,36.01,29.69
SHP-00280,2026-07-03 05:00:00,HUB-GO,Sudeste,R-RJ-NE,Atlas Express,D+2,Enterprise,6.14,236.1,2026-07-05 11:00:00,2026-07-05 12:36:49.113802958,1.61,Atraso leve,60.17,33.51,26.66,44.31
SHP-00281,2026-06-25 11:00:00,HUB-BH,Centro-Oeste,R-SP-RJ,ViaCargo,D+2,B2C,8.66,665.4,2026-06-27 17:00:00,2026-06-27 14:59:49.024157321,-2.0,No prazo,71.24,52.14,19.1,26.81
SHP-00282,2026-07-19 16:00:00,HUB-GO,Nordeste,R-BH-GO,Atlas Express,D+1,B2C,7.31,894.7,2026-07-20 22:00:00,2026-07-21 04:10:00.422699877,6.17,Atraso leve,85.45,48.92,36.53,42.75
SHP-00283,2026-06-04 16:00:00,HUB-SP,Centro-Oeste,R-BH-GO,ViaCargo,D+2,B2C,20.3,292.3,2026-06-06 22:00:00,2026-06-06 17:35:20.256466677,-4.41,No prazo,87.76,52.89,34.87,39.73
SHP-00284,2026-06-06 20:00:00,HUB-BH,Nordeste,R-RJ-NE,Atlas Express,D+1,SMB,5.56,1162.6,2026-06-08 02:00:00,2026-06-08 03:13:48.436545364,1.23,Atraso leve,109.44,55.54,53.9,49.25
SHP-00285,2026-07-25 14:00:00,HUB-BH,Centro-Oeste,R-PR-CO,Nexo Log,D+2,B2C,15.74,1471.8,2026-07-27 20:00:00,2026-07-28 18:45:59.200792417,22.77,Atraso crítico,127.36,74.81,52.55,41.26
SHP-00286,2026-07-02 18:00:00,HUB-GO,Nordeste,R-SP-RJ,ViaCargo,D+2,B2C,4.05,1282.2,2026-07-05 00:00:00,2026-07-05 01:07:37.486941302,1.13,Atraso leve,114.4,56.81,57.59,50.34
SHP-00287,2026-07-10 14:00:00,HUB-SP,Sul,R-BH-GO,Nexo Log,D+2,B2C,2.98,178.8,2026-07-12 20:00:00,2026-07-12 12:00:00.000000000,-8.0,No prazo,45.45,27.24,18.21,40.07
SHP-00288,2026-06-09 08:00:00,HUB-BH,Centro-Oeste,R-RJ-NE,ViaCargo,D+2,SMB,9.37,1339.8,2026-06-11 14:00:00,2026-06-11 06:00:00.000000000,-8.0,No prazo,107.38,78.55,28.83,26.85
SHP-00289,2026-06-06 03:00:00,HUB-GO,Sul,R-BH-GO,Nexo Log,D+2,B2C,18.54,1597.2,2026-06-08 09:00:00,2026-06-08 16:37:41.400939198,7.63,Atraso leve,149.37,74.81,74.56,49.92
SHP-00290,2026-07-12 00:00:00,HUB-RJ,Centro-Oeste,R-BH-GO,Nexo Log,D+1,B2C,4.57,277.7,2026-07-13 06:00:00,2026-07-12 22:19:55.176692968,-7.67,No prazo,39.09,30.37,8.72,22.31
SHP-00291,2026-06-27 21:00:00,HUB-BH,Sul,R-SP-RJ,ViaCargo,D+2,Enterprise,10.54,1478.5,2026-06-30 03:00:00,2026-06-30 12:38:52.006190895,9.65,Atraso crítico,122.54,87.12,35.42,28.9
SHP-00292,2026-07-07 01:00:00,HUB-PR,Sudeste,R-PR-CO,RotaSul,Econômico,B2C,5.44,1302.8,2026-07-11 01:00:00,2026-07-11 10:13:53.121982180,9.23,Atraso crítico,114.39,63.54,50.85,44.45
SHP-00293,2026-06-13 09:00:00,HUB-RJ,Centro-Oeste,R-RJ-NE,ViaCargo,D+2,B2C,6.64,604.2,2026-06-15 15:00:00,2026-06-15 20:59:22.095482987,5.99,Atraso leve,60.98,45.59,15.39,25.24
SHP-00294,2026-07-10 05:00:00,HUB-RJ,Sul,R-RJ-NE,Nexo Log,D+1,B2C,5.73,116.8,2026-07-11 11:00:00,2026-07-11 12:17:31.308460857,1.29,Atraso leve,50.51,30.71,19.8,39.2
SHP-00295,2026-06-19 23:00:00,HUB-BH,Nordeste,R-RJ-NE,RotaSul,D+1,B2C,15.93,699.2,2026-06-21 05:00:00,2026-06-21 11:50:34.665374725,6.84,Atraso leve,101.42,64.47,36.95,36.43
SHP-00296,2026-07-27 14:00:00,HUB-SP,Sul,R-BH-GO,RotaSul,D+1,B2C,3.15,665.5,2026-07-28 20:00:00,2026-07-28 22:46:41.949751154,2.78,Atraso leve,70.51,56.16,14.35,20.35
SHP-00297,2026-07-24 16:00:00,HUB-BH,Sudeste,R-SP-PR,ViaCargo,Same Day,B2C,5.36,450.2,2026-07-25 04:00:00,2026-07-25 21:04:00.114413799,17.07,Atraso crítico,58.98,42.81,16.17,27.42
SHP-00298,2026-06-08 08:00:00,HUB-BH,Sul,R-SP-PR,Atlas Express,D+1,Enterprise,0.78,1507.1,2026-06-09 14:00:00,2026-06-09 14:45:12.960691944,0.75,Atraso leve,101.07,52.87,48.2,47.69
SHP-00299,2026-07-05 10:00:00,HUB-BH,Nordeste,R-BH-GO,Nexo Log,D+2,Enterprise,23.39,338.4,2026-07-07 16:00:00,2026-07-07 16:49:55.906685779,0.83,Atraso leve,92.63,57.69,34.94,37.72
SHP-00300,2026-06-06 13:00:00,HUB-GO,Sul,R-SP-PR,RotaSul,D+1,B2C,15.64,1549.1,2026-06-07 19:00:00,2026-06-07 14:49:07.391818822,-4.18,No prazo,130.36,103.48,26.88,20.62
SHP-00301,2026-07-23 14:00:00,HUB-SP,Centro-Oeste,R-SP-RJ,Atlas Express,D+2,Enterprise,3.89,401.9,2026-07-25 20:00:00,2026-07-25 14:24:10.706602006,-5.6,No prazo,64.85,31.89,32.96,50.82
SHP-00302,2026-06-28 14:00:00,HUB-SP,Sudeste,R-PR-CO,Nexo Log,Same Day,B2C,1.63,949.8,2026-06-29 02:00:00,2026-06-30 16:36:40.758209464,38.61,Atraso crítico,86.43,58.77,27.66,32.0
SHP-00303,2026-07-05 21:00:00,HUB-PR,Nordeste,R-SP-BH,ViaCargo,D+2,Enterprise,11.43,524.7,2026-07-08 03:00:00,2026-07-08 05:51:10.159582373,2.85,Atraso leve,66.72,37.58,29.14,43.68
SHP-00304,2026-07-11 06:00:00,HUB-GO,Nordeste,R-SP-RJ,Atlas Express,D+1,SMB,6.95,678.0,2026-07-12 12:00:00,2026-07-13 00:04:02.334375308,12.07,Atraso crítico,72.6,54.56,18.04,24.85
SHP-00305,2026-07-27 01:00:00,HUB-SP,Sudeste,R-SP-RJ,RotaSul,D+2,Enterprise,12.53,548.2,2026-07-29 07:00:00,2026-07-29 02:49:53.170479369,-4.17,No prazo,71.87,34.79,37.08,51.59
SHP-00306,2026-07-26 01:00:00,HUB-BH,Sudeste,R-RJ-NE,RotaSul,Same Day,B2C,13.12,522.9,2026-07-26 13:00:00,2026-07-27 08:40:56.405901696,19.68,Atraso crítico,74.78,50.48,24.3,32.5
SHP-00307,2026-06-16 11:00:00,HUB-GO,Centro-Oeste,R-SP-RJ,RotaSul,Econômico,B2C,15.76,1140.4,2026-06-20 11:00:00,2026-06-20 03:00:00.000000000,-8.0,No prazo,124.57,96.86,27.71,22.24
SHP-00308,2026-07-20 10:00:00,HUB-PR,Sudeste,R-RJ-NE,Atlas Express,Same Day,SMB,5.94,111.2,2026-07-20 22:00:00,2026-07-20 14:00:00.000000000,-8.0,No prazo,45.13,24.12,21.01,46.55
SHP-00309,2026-07-26 22:00:00,HUB-GO,Centro-Oeste,R-RJ-NE,ViaCargo,D+1,SMB,11.45,1053.4,2026-07-28 04:00:00,2026-07-28 16:24:13.189231276,12.4,Atraso crítico,98.95,80.44,18.51,18.71
SHP-00310,2026-07-05 00:00:00,HUB-RJ,Sul,R-SP-PR,Nexo Log,D+2,B2C,2.21,1242.5,2026-07-07 06:00:00,2026-07-08 13:41:53.333439019,31.7,Atraso crítico,101.28,57.67,43.61,43.06
SHP-00311,2026-06-20 07:00:00,HUB-BH,Centro-Oeste,R-PR-CO,Nexo Log,D+2,SMB,17.07,1517.8,2026-06-22 13:00:00,2026-06-22 12:08:55.972348964,-0.85,No prazo,132.21,78.12,54.09,40.91
SHP-00312,2026-06-17 23:00:00,HUB-BH,Sudeste,R-SP-RJ,RotaSul,D+2,SMB,3.56,438.1,2026-06-20 05:00:00,2026-06-20 06:33:11.159324447,1.55,Atraso leve,66.36,45.44,20.92,31.53
SHP-00313,2026-06-23 22:00:00,HUB-RJ,Sudeste,R-SP-RJ,Atlas Express,D+1,B2C,17.01,994.2,2026-06-25 04:00:00,2026-06-25 05:19:12.987044686,1.32,Atraso leve,101.11,54.87,46.24,45.73
SHP-00314,2026-07-30 08:00:00,HUB-PR,Sul,R-RJ-NE,RotaSul,Econômico,B2C,18.04,1561.0,2026-08-03 08:00:00,2026-08-03 04:18:32.796739750,-3.69,No prazo,145.65,101.73,43.92,30.15
SHP-00315,2026-06-13 15:00:00,HUB-GO,Centro-Oeste,R-PR-CO,Atlas Express,Same Day,B2C,14.83,800.4,2026-06-14 03:00:00,2026-06-14 19:04:26.524123099,16.07,Atraso crítico,101.63,54.02,47.61,46.85
SHP-00316,2026-07-18 05:00:00,HUB-BH,Sudeste,R-RJ-NE,Atlas Express,D+2,B2C,21.21,607.7,2026-07-20 11:00:00,2026-07-20 14:18:58.572555488,3.32,Atraso leve,98.87,61.23,37.64,38.07
SHP-00317,2026-06-20 06:00:00,HUB-SP,Nordeste,R-SP-RJ,Nexo Log,Econômico,B2C,20.88,1452.3,2026-06-24 06:00:00,2026-06-24 17:20:34.601434862,11.34,Atraso crítico,141.99,97.65,44.34,31.23
SHP-00318,2026-07-14 15:00:00,HUB-SP,Sudeste,R-SP-BH,Nexo Log,D+1,Enterprise,18.79,1221.1,2026-07-15 21:00:00,2026-07-16 01:02:33.600364711,4.04,Atraso leve,124.76,68.59,56.17,45.02
SHP-00319,2026-06-24 16:00:00,HUB-SP,Nordeste,R-PR-CO,RotaSul,Econômico,Enterprise,11.28,90.2,2026-06-28 16:00:00,2026-06-28 17:55:08.868198774,1.92,Atraso leve,42.48,26.03,16.45,38.72
SHP-00320,2026-07-29 02:00:00,HUB-GO,Centro-Oeste,R-SP-RJ,ViaCargo,D+1,Enterprise,15.45,1086.5,2026-07-30 08:00:00,2026-07-30 19:37:27.309267830,11.62,Atraso crítico,111.41,77.96,33.45,30.02
SHP-00321,2026-06-18 03:00:00,HUB-RJ,Centro-Oeste,R-SP-BH,Nexo Log,D+1,B2C,10.94,1017.4,2026-06-19 09:00:00,2026-06-19 12:36:27.549631740,3.61,Atraso leve,94.73,67.16,27.57,29.1
SHP-00322,2026-07-10 15:00:00,HUB-RJ,Nordeste,R-PR-CO,RotaSul,D+1,B2C,11.01,316.8,2026-07-11 21:00:00,2026-07-11 22:07:05.004162701,1.12,Atraso leve,57.17,37.97,19.2,33.58
SHP-00323,2026-07-15 05:00:00,HUB-RJ,Nordeste,R-PR-CO,Nexo Log,D+1,SMB,1.22,1158.4,2026-07-16 11:00:00,2026-07-16 14:20:04.465227036,3.33,Atraso leve,99.06,75.94,23.12,23.34
SHP-00324,2026-06-07 03:00:00,HUB-RJ,Centro-Oeste,R-SP-RJ,Atlas Express,D+1,B2C,23.91,115.9,2026-06-08 09:00:00,2026-06-08 01:00:00.000000000,-8.0,No prazo,86.47,60.31,26.16,30.25
SHP-00325,2026-06-10 03:00:00,HUB-RJ,Sudeste,R-PR-CO,Atlas Express,D+1,B2C,8.62,211.2,2026-06-11 09:00:00,2026-06-11 12:51:54.515808453,3.87,Atraso leve,46.65,27.65,19.0,40.73
SHP-00326,2026-07-07 03:00:00,HUB-RJ,Nordeste,R-SP-PR,ViaCargo,Econômico,B2C,23.15,241.0,2026-07-11 03:00:00,2026-07-11 08:09:40.026661012,5.16,Atraso leve,89.12,67.08,22.04,24.73
SHP-00327,2026-07-03 16:00:00,HUB-RJ,Nordeste,R-SP-RJ,Nexo Log,D+2,B2C,17.12,1575.6,2026-07-05 22:00:00,2026-07-06 06:49:50.271049249,8.83,Atraso crítico,150.13,74.11,76.02,50.64
SHP-00328,2026-07-11 13:00:00,HUB-BH,Centro-Oeste,R-SP-RJ,ViaCargo,Same Day,SMB,6.32,794.0,2026-07-12 01:00:00,2026-07-12 13:44:21.630294525,12.74,Atraso crítico,74.03,36.99,37.04,50.03
SHP-00329,2026-06-10 00:00:00,HUB-BH,Sul,R-PR-CO,RotaSul,D+1,B2C,0.84,892.2,2026-06-11 06:00:00,2026-06-11 09:28:10.631133345,3.47,Atraso leve,82.16,57.54,24.62,29.97
SHP-00330,2026-06-12 22:00:00,HUB-SP,Centro-Oeste,R-BH-GO,ViaCargo,Same Day,B2C,18.32,1477.5,2026-06-13 10:00:00,2026-06-13 17:48:56.733003266,7.82,Atraso leve,153.0,107.22,45.78,29.92
SHP-00331,2026-06-06 09:00:00,HUB-RJ,Sudeste,R-SP-RJ,ViaCargo,Same Day,SMB,8.57,1126.5,2026-06-06 21:00:00,2026-06-06 21:05:48.439431184,0.1,Atraso leve,112.01,76.24,35.77,31.93
SHP-00332,2026-06-06 23:00:00,HUB-SP,Nordeste,R-BH-GO,RotaSul,D+1,B2C,8.07,449.7,2026-06-08 05:00:00,2026-06-08 22:47:25.723046610,17.79,Atraso crítico,74.36,54.9,19.46,26.17
SHP-00333,2026-07-18 13:00:00,HUB-BH,Sudeste,R-RJ-NE,RotaSul,D+2,B2C,11.71,711.4,2026-07-20 19:00:00,2026-07-20 16:38:33.121941154,-2.36,No prazo,78.17,51.3,26.87,34.37
SHP-00334,2026-07-10 03:00:00,HUB-RJ,Sudeste,R-SP-BH,RotaSul,Econômico,B2C,7.87,1438.7,2026-07-14 03:00:00,2026-07-13 20:32:26.229226192,-6.46,No prazo,122.15,96.8,25.35,20.75
SHP-00335,2026-07-24 04:00:00,HUB-RJ,Nordeste,R-BH-GO,Nexo Log,D+1,B2C,11.45,1554.6,2026-07-25 10:00:00,2026-07-25 17:26:38.351044832,7.44,Atraso leve,135.08,77.28,57.8,42.79
SHP-00336,2026-07-24 00:00:00,HUB-SP,Nordeste,R-SP-RJ,RotaSul,Econômico,B2C,13.65,83.1,2026-07-28 00:00:00,2026-07-27 19:17:27.163775517,-4.71,No prazo,46.5,33.32,13.18,28.34
SHP-00337,2026-07-21 15:00:00,HUB-BH,Sudeste,R-SP-PR,ViaCargo,D+1,SMB,22.85,237.2,2026-07-22 21:00:00,2026-07-24 01:55:19.726938649,28.92,Atraso crítico,94.45,70.88,23.57,24.96
SHP-00338,2026-07-17 01:00:00,HUB-BH,Sudeste,R-SP-PR,RotaSul,D+2,B2C,2.71,1068.5,2026-07-19 07:00:00,2026-07-20 15:02:43.564993850,32.05,Atraso crítico,78.75,49.69,29.06,36.9
SHP-00339,2026-06-09 10:00:00,HUB-SP,Sul,R-SP-PR,RotaSul,Same Day,SMB,17.35,932.8,2026-06-09 22:00:00,2026-06-10 12:38:34.306458137,14.64,Atraso crítico,110.55,71.37,39.18,35.44
